Customer Lifetime Value,Response,EmploymentStatus,Income,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Total Claim Amount
2693.75925,No,Unemployed,0,73,35,87,350.4
2227.072755,Yes,Retired,27972,61,7,38,292.8
2326.864833,No,Unemployed,0,62,26,98,624.711448
16794.31422,No,Employed,38399,106,12,6,368.890904
5016.827946,No,Employed,20868,63,19,13,134.629643
7757.924239,No,Employed,49682,101,30,49,198.84453
8609.158215,Yes,Employed,79090,107,2,74,289.040734
5275.056933,No,Employed,81850,132,1,75,429.860895
5746.32619,No,Medical Leave,22906,76,17,27,519.883102
2705.987629,No,Unemployed,0,83,15,85,398.4
6186.265217,No,Employed,37138,83,12,1,417.28389
22445.28088,No,Unemployed,0,71,32,35,511.2
6277.844624,No,Employed,21024,82,32,8,450.129276
7215.821106,No,Unemployed,0,103,25,80,741.6
6514.430592,No,Employed,77135,84,3,37,98.372265
34708.87261,No,Unemployed,0,109,3,19,718.700718
4216.19522,No,Unemployed,0,114,3,70,820.8
13158.37206,No,Employed,72845,108,13,28,463.000336
2917.539465,No,Employed,51622,74,29,32,355.2
6355.678846,No,Unemployed,0,61,25,79,292.8
13269.59942,No,Medical Leave,15616,114,20,96,547.2
5880.256499,No,Unemployed,0,82,31,25,590.4
5926.729379,Yes,Retired,23091,96,28,90,460.8
4121.252137,No,Unemployed,0,67,7,8,482.4
7956.152761,No,Medical Leave,22699,74,11,76,355.2
24127.50402,Yes,Medical Leave,14072,71,13,3,511.2
26864.20332,No,Employed,81713,74,0,41,332.224293
31934.62164,No,Employed,56516,199,26,46,955.2
5132.684537,No,Unemployed,0,73,21,31,525.6
4759.624343,No,Employed,26747,61,11,44,404.074203
2637.942355,No,Employed,63422,66,8,68,355.922452
6503.397049,Yes,Disabled,22081,84,1,9,451.670309
12786.66898,No,Unemployed,0,180,14,70,1296
3147.973444,No,Employed,29698,83,17,89,215.884804
5618.485357,No,Medical Leave,24518,74,23,62,241.656325
3230.576665,Yes,Employed,62873,81,0,41,207.75186
7434.675149,No,Employed,28377,94,26,99,451.2
11714.78278,No,Disabled,21102,100,0,81,480
2009.772923,No,Unemployed,0,65,12,57,312
6625.472768,No,Unemployed,0,88,2,43,539.280951
9567.711298,No,Employed,81410,119,8,86,221.188327
18474.71111,No,Medical Leave,27869,67,18,59,482.4
12157.32992,Yes,Employed,57449,103,6,28,494.4
2956.358303,No,Employed,40901,74,2,36,13.628274
3963.394851,No,Employed,88701,99,7,4,171.830049
10896.04838,No,Employed,29365,137,14,78,657.6
6081.048248,No,Unemployed,0,82,26,33,393.6
30141.61738,No,Unemployed,0,103,9,72,1060.310769
5737.233278,No,Employed,56455,73,17,5,350.4
16979.79757,Yes,Employed,35095,73,25,56,525.6
10915.35877,No,Unemployed,0,155,9,62,1116
3808.122147,Yes,Employed,94903,94,3,38,451.2
5408.911507,No,Employed,80192,67,22,24,95.193157
13419.39623,No,Unemployed,0,122,15,11,827.786203
3237.996209,Yes,Employed,60244,83,3,72,326.281835
10357.62776,No,Employed,52735,65,21,19,123.512596
11619.91802,No,Employed,78275,72,12,36,25.336642
8209.054963,No,Employed,77282,102,8,54,489.6
3096.511217,Yes,Employed,21604,79,14,28,379.2
4804.35851,No,Employed,51962,125,8,2,788.206874
4786.054889,No,Unemployed,0,68,4,67,489.6
15886.03136,No,Employed,56362,197,30,47,945.6
5285.079293,No,Employed,85753,66,23,14,316.8
2945.370362,No,Employed,36167,76,9,79,364.8
18089.79629,No,Employed,68568,223,5,28,1070.4
10208.92761,Yes,Employed,35482,129,21,59,619.2
20708.25881,No,Employed,92079,65,12,68,114.798771
5247.852585,No,Unemployed,0,77,0,84,554.4
5179.55248,No,Unemployed,0,165,29,6,1188
4513.435299,No,Employed,34558,113,32,24,376.529086
5297.625945,No,Medical Leave,14775,69,11,44,170.939409
5377.014781,No,Employed,35637,68,13,11,326.4
7661.388132,No,Employed,66726,97,3,60,335.840529
2677.279707,No,Unemployed,0,72,29,86,345.6
6877.817669,No,Unemployed,0,96,25,71,460.8
5714.232848,No,Employed,79719,71,12,87,425.924132
4929.549699,Yes,Employed,25632,63,27,52,351.270869
10484.91535,Yes,Employed,61108,89,22,93,49.451117
9490.406534,No,Unemployed,0,137,34,77,657.6
7805.31287,Yes,Retired,21073,106,25,54,508.8
21274.34205,No,Medical Leave,17932,79,8,38,379.2
5838.89915,Yes,Employed,81082,73,5,85,281.295903
2677.495763,No,Employed,71684,66,7,17,196.065149
2374.798861,No,Employed,57338,61,8,48,292.8
22103.5072,Yes,Unemployed,0,102,35,48,489.6
2427.770513,No,Employed,24409,62,4,13,297.6
7294.40195,No,Employed,83488,90,14,20,432.784577
11360.46496,No,Unemployed,0,104,29,7,773.346065
2811.956395,No,Employed,62537,71,19,64,354.199664
4386.277558,Yes,Retired,10621,67,28,22,321.6
6446.918637,No,Employed,43478,80,27,79,384
8427.172486,Yes,Employed,46503,215,4,21,1032
5290.127299,No,Employed,27179,66,8,91,344.201601
5592.455266,No,Employed,62229,70,13,26,336
18892.19767,No,Unemployed,0,92,34,39,441.6
13623.62257,No,Employed,67060,126,1,85,339.000467
25464.82059,Yes,Retired,13663,97,1,66,465.6
2175.624856,No,Unemployed,0,63,5,79,453.6
6699.222525,No,Unemployed,0,99,21,35,699.67536
9043.678095,No,Employed,97745,113,10,64,695.136477
4369.041685,No,Employed,26026,116,1,76,283.670312
51337.90677,No,Employed,72794,164,3,47,50.454459
28699.89392,No,Employed,47730,91,12,52,219.440024
4270.034394,Yes,Unemployed,0,122,27,2,725.870693
5345.994644,No,Unemployed,0,72,6,67,345.6
4774.747415,No,Unemployed,0,70,20,81,336
14727.50526,No,Employed,97785,73,35,36,236.614219
4755.47946,No,Unemployed,0,66,27,89,712.309237
3436.134281,Yes,Employed,30817,88,25,43,91.834668
8355.774443,No,Employed,64502,70,22,49,39.336222
3412.566597,No,Employed,30335,87,17,42,326.132867
6185.337641,No,Employed,21020,80,1,36,178.371281
8456.722498,No,Employed,84574,70,13,75,167.459769
3021.938522,No,Unemployed,0,84,26,37,700.725788
6966.142868,No,Unemployed,0,93,28,3,436.143226
10083.48688,Yes,Retired,11828,90,18,84,571.479602
2539.990699,No,Employed,54889,63,32,94,302.4
8456.455313,No,Employed,89918,105,15,72,367.230882
26576.31541,No,Employed,87002,110,27,30,199.851173
10963.95723,Yes,Employed,55687,276,33,91,1324.8
9671.98323,No,Disabled,17103,87,24,29,417.6
1898.683686,No,Unemployed,0,70,17,20,702.020904
8595.146838,No,Employed,28441,73,10,98,686.020135
5532.753182,No,Employed,91212,69,9,92,270.311239
9371.773682,No,Employed,66325,117,10,10,497.719213
3975.321516,No,Employed,67895,101,25,27,403.937672
4456.016549,No,Employed,29550,114,16,70,118.750512
3495.891476,No,Disabled,10275,97,10,8,465.6
8512.13221,No,Employed,61725,106,7,70,508.8
4650.063763,Yes,Retired,28215,65,15,26,468
13523.12989,No,Medical Leave,10563,121,20,10,109.814874
4422.409799,No,Unemployed,0,62,10,97,722.432062
7320.98824,No,Employed,99722,61,6,48,292.8
7031.463693,No,Retired,16224,93,13,55,498.452698
5123.484988,No,Employed,72096,64,24,92,252.330905
9050.756606,No,Employed,63800,113,9,43,542.4
10963.95723,Yes,Employed,55687,276,33,91,1324.8
6039.020697,No,Unemployed,0,89,6,49,640.8
2108.493744,No,Unemployed,0,61,8,91,351.85681
9875.092794,No,Employed,29598,87,2,70,150.926696
6928.601611,No,Employed,22907,180,13,86,49.18776
14318.44839,No,Employed,22697,186,35,39,892.8
5107.071054,No,Employed,70174,64,18,80,128.90032
17223.89108,No,Employed,85378,107,7,4,513.6
7516.831717,No,Employed,31477,94,22,77,146.950756
5389.499465,Yes,Employed,66429,136,35,93,57.712985
6275.155361,No,Unemployed,0,90,15,55,900.242038
4722.237214,No,Unemployed,0,65,29,32,655.489027
6282.317743,No,Unemployed,0,172,23,6,141.460349
7986.191274,No,Employed,74217,100,35,3,418.005524
6503.219978,No,Employed,46298,88,11,82,128.292466
4881.753428,No,Unemployed,0,135,0,86,648
2514.59196,Yes,Employed,43860,65,15,58,156.124914
7955.442668,No,Unemployed,0,69,11,5,331.2
4809.21696,No,Employed,48029,61,7,52,292.8
9696.548818,No,Employed,86830,123,18,5,480.533246
8709.321889,No,Unemployed,0,77,29,21,509.100577
2858.452328,No,Employed,40706,71,30,96,166.123172
5233.949019,No,Employed,69231,65,19,7,193.243084
13494.76017,No,Unemployed,0,132,13,33,950.4
6870.607058,No,Unemployed,0,105,5,87,756
5652.72374,No,Medical Leave,16171,74,8,36,311.004168
2345.262087,No,Employed,51397,61,20,61,292.8
19688.31898,No,Employed,83879,69,3,66,212.148485
7247.206475,No,Employed,63267,92,22,31,530.340202
6085.304178,No,Employed,44712,82,19,14,537.78416
5480.070226,No,Employed,59311,69,8,38,14.812808
6876.309925,No,Employed,81957,86,23,76,433.426544
5368.887709,No,Employed,59601,67,28,2,321.6
8283.066678,No,Employed,71034,103,26,15,494.4
5384.671725,No,Disabled,13103,72,21,32,458.003651
3508.569533,Yes,Medical Leave,20978,98,19,96,1176.2788
8427.172486,Yes,Employed,46503,215,4,21,1032
4553.809528,No,Employed,61064,113,32,77,539.774172
4318.433036,No,Disabled,17572,110,0,35,639.769748
14091.19449,No,Employed,99823,116,2,64,250.183388
8693.631249,No,Disabled,17453,118,12,70,566.4
6661.181553,No,Employed,55663,166,19,63,194.739777
2654.380994,No,Employed,73196,66,0,93,85.809817
4428.031583,Yes,Employed,58577,110,6,62,303.872752
5738.277584,No,Employed,88055,71,11,37,337.727542
5815.049178,No,Unemployed,0,80,17,96,384
4425.905071,No,Employed,80892,110,15,76,528
2574.020376,Yes,Employed,34990,65,23,73,42.689135
2832.513487,No,Employed,37124,72,4,17,430.518791
4876.315707,No,Employed,22236,62,3,45,409.425049
5181.620895,Yes,Employed,97131,64,5,80,307.2
5947.215835,No,Employed,67760,74,19,19,465.278453
2563.863345,No,Unemployed,0,69,13,74,97.691104
15144.40954,No,Unemployed,0,62,6,44,307.649586
5558.304507,No,Employed,37473,70,0,92,336
8109.364607,No,Employed,32314,68,17,77,326.4
15638.57599,No,Employed,49214,102,0,82,371.322406
8334.317162,No,Employed,49851,69,27,85,331.2
10418.31143,No,Disabled,27951,91,32,4,436.8
6846.150323,Yes,Unemployed,0,95,13,20,456
9403.875138,No,Employed,56410,117,13,73,523.99823
16985.49688,No,Employed,22497,212,15,71,1017.6
21101.21422,No,Employed,61347,106,27,66,604.237801
2914.955295,No,Employed,37803,74,26,51,355.2
8593.866533,No,Employed,91276,105,14,4,504
6861.745956,No,Employed,30816,87,10,43,237.57033
2680.900678,No,Employed,41968,67,11,96,183.207703
15797.98978,No,Employed,35754,199,21,54,612.973779
2863.312165,No,Employed,36706,71,4,45,435.606086
30061.69259,No,Employed,48258,249,12,86,1195.2
10682.7619,No,Employed,52965,134,6,77,83.815183
2746.90319,No,Unemployed,0,84,25,44,604.8
2388.949198,No,Unemployed,0,65,8,5,455.644704
13776.74135,No,Employed,62634,116,10,89,122.017931
17263.64048,No,Employed,96917,61,24,2,71.942176
4669.22664,Yes,Employed,76157,116,15,80,556.8
4673.196379,No,Employed,53219,117,24,36,561.6
4347.591949,No,Employed,81412,109,1,29,344.294164
33873.18123,No,Employed,59744,105,1,79,476.486416
9100.787395,No,Employed,38898,117,26,68,561.6
6358.251692,No,Unemployed,0,94,19,98,17.938979
2628.468543,No,Employed,99961,66,6,54,316.8
7193.101159,No,Employed,30886,91,7,53,103.424766
5039.869278,No,Employed,35984,128,7,68,275.577631
3962.825542,No,Unemployed,0,125,27,97,539.5622
6425.709981,No,Unemployed,0,181,13,16,1303.2
15672.69696,No,Unemployed,0,139,4,35,667.2
3237.996209,Yes,Employed,60244,83,3,72,326.281835
12992.27561,No,Unemployed,0,72,8,61,518.4
22217.96796,No,Employed,37553,187,34,7,897.6
4931.258363,No,Unemployed,0,73,24,47,525.6
4330.38602,Yes,Employed,60475,107,9,18,513.6
8296.176276,No,Unemployed,0,111,3,59,672.91665
8334.359986,No,Unemployed,0,136,7,61,979.2
5348.071007,No,Medical Leave,25545,69,19,49,331.2
2398.740007,No,Retired,24182,66,12,32,316.8
6622.05254,No,Employed,80979,84,32,27,25.961213
4155.946211,No,Unemployed,0,62,8,20,446.4
8430.059143,No,Unemployed,0,74,20,3,47.502366
2545.518369,No,Employed,29250,64,27,30,308.240792
5004.583872,No,Employed,33566,63,25,56,205.043307
2899.702858,No,Employed,65247,72,14,55,381.238176
6767.806751,No,Employed,39650,86,18,8,922.335972
3123.080994,Yes,Unemployed,0,101,1,83,960.115399
8184.691323,No,Employed,82680,68,8,86,326.4
7636.279594,No,Unemployed,0,111,30,86,799.2
9227.567263,No,Unemployed,0,129,15,42,619.2
7587.337272,No,Unemployed,0,69,17,60,460.741097
2191.133237,No,Unemployed,0,61,9,16,439.2
5004.135361,No,Employed,86834,64,2,93,0.099007
4794.931261,No,Employed,46143,122,15,85,223.028356
26730.06042,No,Medical Leave,21275,240,3,58,1152
4260.765808,No,Employed,47746,106,9,4,246.696768
15477.27854,No,Employed,51675,196,11,86,940.8
5126.836814,No,Employed,85522,64,1,56,165.002742
4068.092649,No,Unemployed,0,63,3,35,753.22565
17712.20524,No,Unemployed,0,84,17,5,633.294203
9775.816061,No,Employed,55632,123,35,98,478.609999
20534.39224,No,Unemployed,0,93,24,25,669.6
5800.188903,No,Unemployed,0,78,32,37,374.4
3319.620511,No,Employed,69152,89,8,83,221.359492
6529.431827,No,Medical Leave,13476,67,3,30,433.588181
7602.663689,No,Unemployed,0,105,2,84,914.538629
2839.808041,No,Employed,33252,71,20,4,407.668083
3288.209809,No,Unemployed,0,102,16,1,734.4
15031.5645,No,Employed,59456,189,11,7,907.2
5055.902381,No,Employed,88989,63,19,28,232.745161
8012.917253,No,Unemployed,0,107,17,39,513.6
8300.70769,No,Disabled,17034,113,11,40,542.4
2516.103555,No,Employed,88435,62,16,61,136.263492
2749.407985,No,Employed,71445,70,6,95,336
8071.334962,No,Employed,72149,101,18,43,69.310166
2867.312197,Yes,Retired,23376,78,19,18,374.4
7285.030983,Yes,Employed,44788,61,6,48,386.031248
4118.588554,Yes,Employed,69379,103,14,79,494.4
5293.368089,No,Employed,38521,134,15,71,557.184015
13265.96256,No,Employed,34482,67,4,6,83.830109
2369.439009,No,Unemployed,0,68,35,35,487.345606
9816.528302,Yes,Employed,37256,62,15,7,128.969729
21914.40548,No,Employed,77311,181,18,36,113.609508
5143.88351,No,Employed,39268,66,30,96,188.870427
3136.698216,No,Employed,59644,79,15,94,379.2
7713.819259,No,Unemployed,0,68,2,33,326.4
2867.312197,Yes,Retired,23376,78,19,18,374.4
11516.40557,No,Employed,50854,73,15,72,101.489422
15025.19126,No,Employed,35158,76,14,27,165.958605
4013.849907,No,Disabled,15413,106,4,67,508.8
3288.825448,No,Medical Leave,17860,99,16,0,656.122925
13736.1325,Yes,Disabled,16181,181,22,79,1261.319869
3890.87081,No,Employed,91182,96,8,90,249.140907
5701.277221,No,Employed,41154,72,6,7,345.6
2590.214327,No,Disabled,18746,68,21,93,326.4
3223.331519,No,Employed,70277,80,23,4,84.818806
4912.025292,No,Unemployed,0,66,23,38,668.158687
6532.010543,No,Employed,24919,84,21,2,420.420755
8012.124825,No,Unemployed,0,79,22,82,335.234102
3731.504584,Yes,Unemployed,0,96,31,34,460.8
2702.380487,No,Employed,46370,68,28,86,326.4
23207.24981,No,Employed,89918,115,14,42,423.116739
3347.028677,No,Employed,37138,85,4,13,612
8382.630118,Yes,Retired,19683,117,17,41,561.6
11793.12528,No,Employed,32214,100,5,6,296.560998
2965.71995,No,Employed,26472,74,22,31,355.2
5646.323845,No,Employed,39841,72,9,40,440.128707
2452.491364,No,Employed,51085,62,4,58,406.902001
5953.213546,No,Employed,61006,74,6,99,73.919629
12883.81001,No,Employed,34148,109,27,30,451.566751
2471.528431,Yes,Employed,95697,61,16,55,114.273025
2927.07045,No,Employed,75685,73,35,47,369.918482
8400.788878,No,Employed,20870,72,20,90,345.6
2729.126448,No,Employed,66900,68,15,20,326.4
7643.068919,No,Unemployed,0,106,22,51,508.8
2493.591571,No,Employed,37043,68,25,89,30.984936
4170.572119,No,Employed,42837,106,15,39,290.580543
4908.207958,No,Employed,33305,62,3,12,353.77899
3891.583881,No,Unemployed,0,103,8,35,558.281543
2682.423898,No,Disabled,24823,69,23,66,229.279059
10003.24729,No,Employed,98192,84,2,64,403.2
13094.60875,No,Employed,88249,108,9,71,244.803741
5719.785738,No,Employed,54585,71,33,39,340.8
9393.968332,No,Employed,39770,117,11,37,561.6
3433.82408,No,Employed,85367,85,27,20,67.975243
4932.878744,No,Employed,74809,61,7,35,283.787384
13610.10746,No,Employed,50144,114,0,35,786.934186
2913.323811,No,Disabled,20075,79,7,2,483.731784
5111.304579,No,Employed,76448,63,9,13,302.4
4540.381153,No,Employed,59556,113,11,86,681.505066
5598.273622,No,Disabled,14174,72,1,62,345.6
9638.066778,No,Employed,35230,61,27,2,16.214764
9801.287358,No,Unemployed,0,91,33,38,436.8
5504.139033,Yes,Unemployed,0,73,18,45,350.4
8447.801005,No,Unemployed,0,114,2,45,547.2
19927.63513,No,Employed,51352,66,21,87,95.661376
5815.261714,No,Employed,76675,72,5,38,141.718568
18690.34066,No,Unemployed,0,68,6,94,326.4
7224.235434,No,Unemployed,0,72,27,21,297.419028
8595.982289,No,Employed,94242,71,35,7,41.229484
12362.08766,No,Unemployed,0,113,4,92,217.92632
4916.303715,No,Employed,71153,122,1,94,209.019238
8935.274872,No,Employed,63326,225,5,99,1080
5433.214031,No,Employed,29629,71,21,51,228.443418
4847.24253,No,Unemployed,0,69,0,32,599.152722
5714.165863,No,Disabled,23726,74,1,83,355.2
10097.68732,No,Employed,48999,86,6,65,412.8
4726.869327,Yes,Medical Leave,13037,124,28,49,839.348464
7079.790277,No,Disabled,24245,63,0,22,302.4
5395.434909,No,Employed,44047,137,12,38,969.232217
9452.996411,No,Employed,91942,117,34,61,561.6
5284.312599,No,Employed,37640,67,25,74,174.046849
20215.3918,No,Employed,77058,63,16,42,119.331041
2510.054168,No,Unemployed,0,73,29,38,525.6
19884.91592,No,Employed,63755,62,28,40,291.860708
4014.453113,Yes,Employed,37384,99,9,17,475.2
2540.689797,No,Employed,42557,65,4,35,57.562324
27382.81893,No,Employed,45473,76,10,29,188.938397
4875.31604,No,Disabled,10743,70,12,64,336
12324.2654,No,Unemployed,0,113,5,90,813.6
2280.386988,No,Unemployed,0,61,16,29,283.881697
4165.994433,No,Unemployed,0,64,27,32,575.890362
4974.801539,Yes,Employed,75644,65,5,68,467.803638
2404.917967,No,Employed,63455,61,26,71,287.654819
3032.816016,No,Employed,73782,76,11,97,111.622054
2891.272351,No,Employed,80590,71,4,19,134.158389
15261.41386,No,Employed,59797,127,4,50,609.6
5015.009472,Yes,Employed,48567,130,12,15,624
5325.394799,No,Employed,62470,66,34,84,243.766542
5291.395332,No,Employed,57338,66,9,85,316.8
16107.19004,No,Employed,63288,199,12,92,558.433218
7605.637524,No,Employed,55281,192,22,68,921.6
3065.365332,No,Employed,22985,77,4,65,458.056054
6245.575806,No,Employed,39608,78,14,15,22.961216
9406.381948,No,Employed,99189,117,27,27,75.302707
7815.46882,No,Unemployed,0,112,27,46,574.102379
9747.99401,No,Unemployed,0,92,7,89,514.360634
4686.469674,Yes,Employed,58089,118,31,83,566.4
8869.619888,No,Employed,81350,110,1,28,228.185834
4741.808942,No,Unemployed,0,65,2,73,731.289267
24178.68478,No,Employed,43704,201,29,67,1064.482165
7951.777533,No,Employed,75497,100,5,72,71.773341
6762.082924,No,Employed,40372,85,15,17,76.975713
3044.78946,No,Retired,17489,85,31,28,587.689075
5908.16294,No,Employed,86277,74,19,33,212.039619
4574.547243,No,Unemployed,0,63,3,5,453.6
8377.499751,No,Unemployed,0,74,14,38,355.2
22332.43946,Yes,Employed,49078,97,10,3,484.013411
5838.89915,Yes,Employed,81082,73,5,85,281.295903
7577.065297,No,Unemployed,0,116,20,9,835.2
8012.841201,No,Employed,40635,102,4,45,489.6
9217.978125,No,Employed,26351,119,14,87,571.2
2749.189304,No,Unemployed,0,80,15,83,824.487259
3588.87609,No,Employed,42836,89,32,99,244.580023
3954.538361,No,Employed,40175,102,34,78,154.721555
3230.576665,Yes,Employed,62873,81,0,41,207.75186
5158.648497,No,Unemployed,0,74,24,98,588.936956
2776.582901,No,Employed,50985,71,7,31,307.68931
12836.00951,No,Unemployed,0,116,6,28,835.2
28421.57022,No,Employed,42803,245,21,56,889.288242
2276.392936,No,Unemployed,0,69,34,13,624.980751
3895.961837,No,Employed,35970,98,29,81,470.4
4247.683347,No,Employed,44537,106,13,42,441.907057
6005.847375,Yes,Retired,13528,86,21,35,412.8
2719.506996,Yes,Retired,14030,72,11,3,345.6
4185.757242,No,Unemployed,0,64,0,56,492.644465
33473.34946,Yes,Employed,33190,106,18,95,508.8
7331.508054,No,Unemployed,0,100,1,25,61.580247
9320.284812,No,Employed,21033,118,5,22,738.975495
3312.323945,No,Employed,26285,84,7,1,403.2
5560.278162,No,Unemployed,0,74,29,52,65.953005
8214.602384,No,Employed,73245,68,33,48,305.121363
8647.139152,No,Unemployed,0,119,5,31,244.816163
4446.738622,No,Unemployed,0,61,32,42,616.279356
7769.841954,No,Employed,74365,193,11,85,926.4
3911.118202,No,Employed,30821,97,27,59,451.319227
2731.520409,No,Employed,69844,68,5,9,184.379697
8401.788653,No,Unemployed,0,124,15,86,595.2
5875.038074,No,Employed,55836,73,8,87,314.936185
6188.379423,No,Employed,40352,77,31,33,406.367233
4506.577736,No,Disabled,14985,116,12,45,571.319514
10548.53703,No,Employed,27458,131,18,62,730.373515
35203.57475,No,Employed,56343,295,11,69,1612.962321
8193.750001,No,Medical Leave,12780,111,17,53,225.437098
5313.436344,No,Employed,68558,131,16,11,280.903779
4379.770178,No,Employed,47747,111,31,76,165.588524
20885.55547,No,Medical Leave,16113,81,27,19,494.890996
2771.963072,No,Unemployed,0,79,6,55,379.2
5461.548993,No,Employed,39626,69,23,0,485.705851
2570.235172,No,Employed,49304,65,28,48,312
2227.072755,Yes,Retired,27972,61,7,38,292.8
5394.000979,No,Employed,27568,68,0,62,278.689331
2300.691547,Yes,Retired,25905,63,21,12,302.4
25360.10404,No,Employed,21442,108,16,83,518.4
4374.038985,No,Employed,34516,113,12,70,42.950852
4953.358432,No,Unemployed,0,68,11,90,342.468248
4590.811214,No,Employed,28354,118,33,20,320.327775
5062.37379,No,Unemployed,0,72,22,58,345.6
9075.768214,Yes,Employed,37722,116,8,23,158.077504
8133.157212,No,Employed,32021,70,12,58,336
2869.301319,No,Medical Leave,13393,73,31,11,34.708194
27937.75093,No,Retired,13624,117,4,11,561.6
2606.186321,No,Employed,27800,67,9,78,321.6
7764.273102,No,Employed,58419,191,29,6,202.468807
18380.39026,No,Employed,50407,92,30,67,352.060768
6102.953572,No,Unemployed,0,84,0,76,856.347474
9191.672825,No,Employed,77603,114,10,83,547.2
9581.281433,No,Employed,75606,119,6,97,571.2
7532.262392,No,Employed,41458,98,6,67,191.100227
2795.321353,No,Unemployed,0,74,6,61,420.765993
5673.840992,No,Unemployed,0,82,13,87,445.001296
15016.18511,No,Employed,70619,187,2,84,293.948632
3087.249746,No,Employed,41273,77,16,19,221.226696
5480.701059,No,Employed,46946,70,10,37,336
7944.973807,No,Unemployed,0,113,10,97,542.4
8543.247323,No,Employed,99180,106,15,20,33.751887
5380.898636,Yes,Employed,55350,67,0,13,321.6
4650.063763,Yes,Retired,28215,65,15,26,468
36946.06393,No,Employed,75425,116,25,88,663.643801
3314.55133,No,Employed,63583,83,15,8,167.39959
4566.377261,No,Unemployed,0,66,27,28,475.2
5597.12496,Yes,Employed,37995,139,16,50,667.2
2540.551456,No,Employed,37125,63,29,78,290.911693
2939.330187,No,Employed,53357,73,4,77,55.320014
16068.34838,No,Employed,70140,199,25,15,955.2
7360.873696,No,Employed,52380,186,27,76,892.8
2700.985899,No,Employed,79292,67,18,58,55.394702
3095.705571,No,Unemployed,0,92,31,24,774.892461
4383.751482,No,Unemployed,0,123,14,97,1480.336748
9928.874825,No,Employed,75425,123,3,49,823.798803
2399.17815,No,Disabled,20992,64,21,73,307.2
3402.777293,No,Employed,57428,85,34,40,414.649796
8711.302422,No,Employed,92606,109,26,75,287.437831
4358.762008,No,Employed,86001,109,4,27,523.2
2551.226692,Yes,Employed,79751,63,15,67,392.235698
5642.747998,No,Employed,68654,71,32,21,208.048487
4151.667368,No,Unemployed,0,61,7,71,208.892861
2842.025913,No,Employed,92629,72,22,1,60.845685
8791.444942,No,Employed,54094,112,9,51,502.994931
8268.272933,No,Employed,95419,70,6,61,336
8581.637267,No,Employed,66466,71,20,35,293.016168
5244.40475,No,Employed,68131,130,22,27,226.607648
8509.019846,No,Employed,56481,106,7,17,273.250112
4743.615503,No,Employed,70082,119,17,23,571.2
22754.66137,No,Employed,51437,115,35,30,244.086665
5335.015944,No,Unemployed,0,73,6,97,525.6
6966.319103,No,Disabled,27972,90,13,7,240.318607
21205.37785,No,Employed,24930,76,7,16,364.8
4271.200049,No,Employed,26245,110,6,43,44.284642
5580.818466,No,Employed,57883,69,4,0,431.847824
2224.089639,No,Unemployed,0,64,20,4,483.25721
2709.539796,No,Employed,58828,68,13,98,446.751243
2890.338106,No,Employed,51906,73,29,78,374.864662
6403.577368,No,Employed,28095,82,18,2,393.6
5981.381645,No,Employed,88723,74,12,94,355.2
6225.022266,No,Employed,53078,79,29,81,200.97608
8496.358981,No,Employed,88895,106,0,87,209.863509
10213.99111,No,Employed,60078,127,23,60,140.819942
4547.162694,No,Unemployed,0,67,26,4,321.6
5741.696078,No,Employed,45820,71,4,89,249.742856
2388.353882,No,Unemployed,0,73,12,84,677.970934
12624.96121,No,Medical Leave,12439,115,22,78,552
8382.478392,Yes,Employed,25998,71,16,38,791.878042
4964.666365,No,Employed,98451,62,19,57,316.546868
2871.437451,No,Employed,23803,72,11,90,410.548521
13080.78528,No,Unemployed,0,124,12,58,595.2
2482.411991,No,Disabled,26100,67,6,29,482.4
2726.834065,No,Unemployed,0,73,8,63,376.923839
4776.186527,No,Unemployed,0,67,10,38,315.215329
6091.89923,No,Employed,65252,78,27,75,482.48791
5015.009472,Yes,Employed,48567,130,12,15,624
9035.671134,Yes,Employed,34337,113,20,44,542.4
4381.880534,No,Medical Leave,20394,115,28,84,508.614758
5775.517825,No,Unemployed,0,76,20,17,784.611446
4250.282624,Yes,Unemployed,0,61,17,1,292.8
2347.048112,No,Employed,31617,62,17,29,244.269407
6940.069184,No,Unemployed,0,62,31,30,297.6
2572.506605,No,Employed,21104,66,34,74,118.454974
41491.74481,No,Employed,37748,181,21,22,868.8
3571.346578,No,Unemployed,0,96,19,30,438.661509
12734.21253,No,Employed,25023,82,31,38,397.139856
4529.112791,No,Unemployed,0,62,22,57,271.164139
4177.876779,No,Medical Leave,14108,109,27,88,523.2
9824.745841,No,Employed,23923,82,29,61,393.6
2430.801647,No,Unemployed,0,67,1,19,321.6
19160.98994,Yes,Employed,22705,239,19,59,1294.700423
3301.518961,No,Unemployed,0,89,10,83,427.2
4692.098956,No,Unemployed,0,69,31,89,506.92275
8092.87696,Yes,Employed,50825,102,3,46,369.614729
3964.534974,No,Medical Leave,14616,106,16,23,575.260213
2497.531509,No,Unemployed,0,69,5,74,272.381465
9656.212573,No,Employed,29504,125,16,29,1224.56345
8888.143979,No,Employed,58789,111,4,69,215.438825
7347.410517,No,Employed,29491,61,26,62,292.8
8578.364528,No,Employed,78077,107,11,47,438.069458
3467.323976,No,Unemployed,0,96,2,53,799.251165
8901.468512,No,Employed,76558,74,2,45,216.980413
2619.337376,Yes,Employed,78618,66,7,56,225.578841
