State,Customer Lifetime Value,Coverage,Monthly Premium Auto,Total Claim Amount,Vehicle Class,Vehicle Size
Oregon,21147.27716,Extended,132,639.971388,Sports Car,Large
California,12280.76661,Premium,102,489.6,Two-Door Car,Medsize
California,2441.394244,Basic,65,312,Four-Door Car,Medsize
Oregon,6535.560574,Basic,65,468,Four-Door Car,Medsize
Washington,9206.598256,Extended,82,511.497882,Two-Door Car,Medsize
California,4118.588554,Premium,103,494.4,Two-Door Car,Medsize
Nevada,4838.208972,Basic,61,239.540223,Four-Door Car,Medsize
California,4625.548098,Basic,114,518.180364,SUV,Medsize
Arizona,14042.103,Premium,118,715.252366,Two-Door Car,Medsize
Oregon,7546.613549,Basic,193,926.4,Luxury Car,Large
California,2514.59196,Basic,65,156.124914,Four-Door Car,Medsize
California,5170.358435,Extended,133,402.070719,SUV,Medsize
Oregon,13917.37715,Extended,89,94.814032,Four-Door Car,Medsize
California,11318.13083,Extended,95,456,Four-Door Car,Medsize
Oregon,4276.363627,Premium,109,523.2,Four-Door Car,Medsize
Oregon,4322.240343,Basic,119,571.2,SUV,Medsize
California,8002.308333,Basic,107,513.6,SUV,Medsize
Nevada,3885.456401,Premium,105,504,Four-Door Car,Large
Oregon,4471.778239,Extended,135,972,SUV,Medsize
California,8496.352846,Basic,71,73.883044,Four-Door Car,Medsize
Arizona,22500.88348,Basic,71,340.8,Four-Door Car,Medsize
Nevada,16301.9676,Extended,85,574.024018,Two-Door Car,Medsize
Oregon,2319.735908,Basic,64,632.715382,Four-Door Car,Medsize
Arizona,8717.049833,Basic,74,355.2,Four-Door Car,Large
Washington,2860.111745,Basic,72,4.238626,Four-Door Car,Medsize
California,2453.408288,Basic,62,42.248087,Two-Door Car,Large
Arizona,5989.773931,Premium,154,739.2,Sports Car,Medsize
Arizona,24980.22553,Basic,70,27.145151,Two-Door Car,Medsize
Arizona,7482.639506,Basic,63,270.002766,Four-Door Car,Medsize
Oregon,2457.576007,Basic,61,292.8,Four-Door Car,Medsize
Nevada,2379.741171,Basic,67,494.946438,Four-Door Car,Medsize
Washington,8286.964421,Basic,70,142.567008,Four-Door Car,Medsize
California,2393.915369,Basic,70,425.266308,Four-Door Car,Medsize
Oregon,4657.159469,Basic,65,312,Two-Door Car,Medsize
Oregon,13197.92893,Basic,68,326.4,Four-Door Car,Large
Oregon,2803.916726,Basic,74,251.334247,Four-Door Car,Medsize
California,8646.504109,Basic,108,369.818708,SUV,Large
Oregon,7425.870642,Basic,62,161.419528,Four-Door Car,Medsize
Oregon,4528.737362,Basic,112,537.6,SUV,Medsize
Nevada,2227.072755,Basic,61,292.8,Four-Door Car,Medsize
California,7292.948758,Basic,65,312,Four-Door Car,Medsize
Arizona,3184.355246,Extended,80,255.999709,Four-Door Car,Medsize
Arizona,11315.20373,Premium,101,484.8,Four-Door Car,Medsize
California,2530.705137,Basic,63,61.769564,Four-Door Car,Medsize
Oregon,18361.55525,Basic,182,1310.4,Luxury Car,Medsize
Washington,8641.530036,Basic,109,250.001424,SUV,Large
Arizona,3278.53188,Extended,83,141.799422,Four-Door Car,Medsize
Arizona,5271.982116,Basic,67,321.6,Two-Door Car,Large
Washington,3763.637743,Extended,97,49.797016,Four-Door Car,Medsize
California,13955.56961,Basic,115,372.175592,SUV,Medsize
Oregon,5001.527484,Basic,72,542.14385,Four-Door Car,Small
California,7082.830426,Basic,189,1360.8,Luxury Car,Medsize
California,7619.482766,Premium,105,504,Four-Door Car,Medsize
Oregon,12550.88198,Premium,160,768,SUV,Medsize
Washington,32196.60037,Extended,99,72.632934,Two-Door Car,Medsize
Nevada,6793.77405,Extended,86,720.601429,Two-Door Car,Medsize
Oregon,5272.319663,Extended,80,576,Four-Door Car,Medsize
Oregon,6265.343299,Extended,84,481.025786,Four-Door Car,Medsize
California,8547.586142,Basic,71,466.176731,Four-Door Car,Small
California,2787.423683,Basic,72,159.266473,Four-Door Car,Medsize
California,4626.801093,Basic,114,547.2,SUV,Medsize
Nevada,8663.363959,Premium,107,41.283167,Four-Door Car,Medsize
Nevada,3872.222217,Basic,62,503.808329,Four-Door Car,Medsize
Oregon,5170.811494,Basic,71,859.599411,Four-Door Car,Small
California,8960.280213,Basic,112,305.653785,SUV,Medsize
Oregon,5471.83429,Basic,68,278.902846,Four-Door Car,Medsize
Oregon,34931.00171,Premium,295,1416,Luxury Car,Small
California,2620.392335,Basic,67,139.963594,Four-Door Car,Medsize
Washington,19069.49954,Premium,102,734.4,Four-Door Car,Medsize
Arizona,5757.442258,Basic,72,174.041566,Four-Door Car,Small
Arizona,40224.01359,Basic,111,532.8,SUV,Medsize
Arizona,2701.488341,Basic,67,321.6,Two-Door Car,Medsize
California,3712.430479,Extended,92,37.299865,Four-Door Car,Medsize
Oregon,21850.84002,Extended,78,95.816516,Four-Door Car,Large
California,7840.165778,Extended,210,1008,Luxury SUV,Small
California,8237.037945,Basic,107,513.6,SUV,Small
California,2243.473907,Basic,62,446.4,Four-Door Car,Medsize
California,8434.464067,Basic,71,72.205362,Four-Door Car,Large
California,2227.072755,Basic,61,292.8,Four-Door Car,Medsize
Arizona,5170.025981,Basic,69,331.2,Four-Door Car,Small
California,2641.446062,Basic,66,475.2,Four-Door Car,Small
California,2790.682957,Basic,69,331.2,Four-Door Car,Medsize
Oregon,2745.129849,Basic,69,331.2,Four-Door Car,Medsize
California,7579.532717,Basic,64,401.592109,Two-Door Car,Small
Oregon,10978.78028,Extended,139,253.183568,SUV,Medsize
California,8255.060054,Extended,134,643.2,SUV,Medsize
Oregon,4747.734642,Extended,123,799.673766,SUV,Large
Washington,3540.90425,Basic,101,727.2,SUV,Medsize
California,3436.134281,Extended,88,91.834668,Four-Door Car,Medsize
California,2582.185301,Basic,65,27.987867,Four-Door Car,Medsize
Washington,44771.29936,Extended,131,842.391832,SUV,Medsize
California,7396.283653,Extended,92,270.563995,Four-Door Car,Medsize
California,4330.799785,Basic,61,292.8,Two-Door Car,Medsize
Oregon,9075.768214,Basic,116,158.077504,Sports Car,Medsize
Arizona,14635.45158,Extended,139,667.2,SUV,Medsize
Washington,5609.082494,Basic,71,148.173152,Two-Door Car,Medsize
California,11565.68747,Extended,96,404.265696,Four-Door Car,Large
Oregon,2771.045031,Basic,71,18.918935,Two-Door Car,Medsize
Oregon,8507.128824,Basic,106,513.818403,SUV,Medsize
California,7582.113842,Basic,64,268.471802,Four-Door Car,Medsize
Arizona,3323.092454,Extended,83,131.828507,Four-Door Car,Medsize
Nevada,5234.331741,Extended,131,628.8,SUV,Medsize
Nevada,24709.59957,Extended,78,374.4,Four-Door Car,Medsize
Washington,3123.080994,Basic,101,960.115399,SUV,Large
Oregon,2551.226692,Basic,63,392.235698,Two-Door Car,Small
Arizona,7247.713672,Basic,182,873.6,Luxury SUV,Small
Arizona,4538.847818,Basic,116,0.382107,Sports Car,Medsize
Washington,2687.314108,Basic,68,51.961915,Four-Door Car,Medsize
California,8730.421977,Basic,73,350.4,Four-Door Car,Medsize
Oregon,8332.730557,Extended,79,379.2,Four-Door Car,Medsize
California,2357.747015,Basic,62,297.6,Four-Door Car,Medsize
Arizona,4637.164036,Basic,119,571.2,Sports Car,Medsize
California,5357.192698,Basic,73,350.853987,Four-Door Car,Large
Oregon,5391.970996,Basic,69,217.973168,Four-Door Car,Medsize
Arizona,3694.140498,Extended,92,441.6,Four-Door Car,Large
Arizona,5040.412436,Basic,64,25.934064,Four-Door Car,Medsize
Arizona,27495.42188,Extended,99,475.2,Four-Door Car,Small
Oregon,4842.284965,Basic,62,297.6,Four-Door Car,Small
Washington,2678.058299,Basic,66,84.218363,Four-Door Car,Medsize
Nevada,5227.101938,Extended,131,628.8,Sports Car,Medsize
Arizona,2590.096027,Basic,67,321.6,Four-Door Car,Large
California,10536.07798,Extended,87,153.205591,Four-Door Car,Medsize
Arizona,8581.278701,Extended,239,2893.239678,Luxury SUV,Medsize
California,9463.113263,Basic,118,629.532731,SUV,Small
California,13441.00637,Basic,111,361.284757,SUV,Medsize
California,3886.504807,Basic,112,1185.988301,SUV,Medsize
Arizona,6784.89369,Basic,64,460.8,Four-Door Car,Large
Arizona,23594.6802,Basic,66,86.461582,Four-Door Car,Medsize
Oregon,2538.62632,Basic,71,340.8,Four-Door Car,Medsize
California,5639.941974,Basic,70,425.800112,Four-Door Car,Medsize
Washington,2459.171724,Basic,65,312,Four-Door Car,Medsize
Washington,2667.270014,Basic,66,159.756733,Four-Door Car,Medsize
Nevada,13778.36933,Premium,113,24.087774,Two-Door Car,Large
California,4923.18169,Basic,63,302.4,Four-Door Car,Small
Arizona,2272.335352,Basic,62,219.288706,Four-Door Car,Medsize
California,14895.39798,Basic,188,881.360959,Luxury SUV,Small
Oregon,9756.044954,Extended,121,26.951627,Sports Car,Medsize
Oregon,9422.974113,Basic,119,466.122541,SUV,Medsize
Arizona,3837.357574,Extended,99,475.2,Two-Door Car,Medsize
California,10952.13189,Extended,99,607.095655,Four-Door Car,Large
Arizona,8159.136579,Basic,69,331.2,Four-Door Car,Medsize
California,19480.49981,Extended,83,290.381707,Four-Door Car,Medsize
Arizona,3919.366722,Extended,97,558.099357,Four-Door Car,Small
Nevada,7985.14214,Basic,70,336,Four-Door Car,Medsize
Oregon,12168.74492,Basic,115,828,SUV,Medsize
Arizona,5849.321498,Extended,83,540.514115,Four-Door Car,Medsize
Arizona,5085.836595,Basic,65,100.049832,Four-Door Car,Medsize
California,2903.939763,Basic,73,59.861963,Four-Door Car,Medsize
Washington,31162.6933,Extended,97,344.118069,Four-Door Car,Medsize
Washington,3086.873854,Extended,84,871.505797,Four-Door Car,Small
Oregon,5178.704151,Basic,65,53.084753,Four-Door Car,Medsize
Arizona,14024.35839,Premium,115,256.43803,Four-Door Car,Medsize
Washington,10640.93932,Extended,90,135.892444,Two-Door Car,Medsize
California,4949.803822,Basic,62,74.350893,Four-Door Car,Medsize
California,8595.665294,Basic,108,621.464468,SUV,Medsize
Oregon,22951.892,Basic,64,307.2,Four-Door Car,Small
Oregon,3792.13031,Extended,93,360.05589,Two-Door Car,Medsize
Arizona,2755.747968,Basic,70,65.954813,Four-Door Car,Medsize
Arizona,4880.339614,Basic,61,407.450118,Four-Door Car,Small
California,9051.905275,Basic,114,547.2,SUV,Medsize
Oregon,10115.44622,Premium,256,1228.8,Luxury Car,Large
Nevada,8269.075366,Basic,114,547.2,SUV,Small
Nevada,8071.65295,Basic,112,806.4,SUV,Small
Oregon,7726.993623,Basic,64,24.063693,Four-Door Car,Medsize
California,8311.1359,Basic,72,311.329282,Four-Door Car,Medsize
Nevada,2574.020376,Basic,65,42.689135,Four-Door Car,Medsize
Oregon,5727.327124,Basic,71,460.323855,Four-Door Car,Medsize
Washington,5441.42013,Basic,67,249.085887,Two-Door Car,Medsize
Oregon,2744.519593,Basic,69,331.2,Four-Door Car,Medsize
California,5636.740347,Basic,71,300.607591,Four-Door Car,Medsize
Arizona,16870.3882,Extended,85,262.504882,Four-Door Car,Medsize
California,2738.001957,Basic,74,263.365432,Two-Door Car,Medsize
Oregon,4644.700497,Basic,64,307.2,Four-Door Car,Small
California,4746.686506,Basic,63,302.4,Four-Door Car,Medsize
Arizona,16874.32815,Basic,71,256.268091,Two-Door Car,Medsize
Oregon,2387.60606,Basic,62,297.6,Four-Door Car,Large
Washington,2504.907557,Basic,62,297.6,Two-Door Car,Medsize
Arizona,4591.625938,Basic,113,542.4,SUV,Medsize
Arizona,13092.58578,Basic,188,1353.6,Luxury Car,Medsize
Oregon,9112.266649,Extended,90,432,Four-Door Car,Medsize
California,4165.166581,Premium,104,499.2,Four-Door Car,Medsize
Arizona,2659.980563,Basic,71,45.507952,Four-Door Car,Medsize
Arizona,11986.59212,Extended,98,470.4,Two-Door Car,Medsize
Oregon,2898.732747,Extended,96,691.2,Four-Door Car,Medsize
Oregon,2894.243869,Extended,85,408,Four-Door Car,Medsize
Arizona,3500.454354,Extended,86,82.409922,Four-Door Car,Medsize
California,2621.808611,Basic,68,357.642982,Four-Door Car,Medsize
Oregon,10221.80504,Extended,134,643.2,SUV,Small
California,2578.270957,Basic,65,420.35698,Two-Door Car,Small
Arizona,6242.595729,Extended,78,136.787725,Four-Door Car,Medsize
Nevada,5220.280968,Basic,69,331.2,Four-Door Car,Small
Washington,9075.768214,Basic,116,158.077504,Sports Car,Medsize
Arizona,4525.365839,Basic,65,170.798204,Two-Door Car,Medsize
California,4970.357298,Basic,63,266.165535,Four-Door Car,Medsize
California,15467.78904,Extended,129,98.921782,SUV,Medsize
Oregon,5838.89915,Basic,73,281.295903,Four-Door Car,Large
Oregon,10656.88195,Extended,88,631.743039,Two-Door Car,Medsize
Oregon,2289.618736,Basic,65,468,Four-Door Car,Small
California,5439.804227,Basic,68,29.209521,Two-Door Car,Large
California,7956.150059,Basic,67,136.883999,Two-Door Car,Medsize
Arizona,4458.113369,Basic,65,312,Four-Door Car,Medsize
Oregon,2555.051532,Basic,72,518.4,Four-Door Car,Large
California,3307.99904,Extended,84,31.755601,Two-Door Car,Medsize
Washington,5041.29961,Basic,63,113.534474,Four-Door Car,Small
Oregon,13350.1209,Premium,173,830.4,SUV,Medsize
Arizona,4931.221348,Basic,68,480.159011,Four-Door Car,Medsize
Nevada,7776.835189,Basic,65,390.792553,Two-Door Car,Medsize
Nevada,2553.672212,Basic,64,72.071195,Four-Door Car,Medsize
Arizona,4876.469668,Basic,66,316.8,Two-Door Car,Medsize
Oregon,9034.305834,Basic,115,552,SUV,Small
Arizona,8105.910755,Basic,103,41.965252,SUV,Small
Oregon,5619.689084,Premium,153,1027.000029,SUV,Medsize
California,15727.13063,Premium,196,319.820747,SUV,Small
California,6618.016423,Extended,86,411.011162,Four-Door Car,Medsize
Oregon,4670.047979,Extended,125,600,SUV,Medsize
Arizona,10169.36981,Extended,135,648,Sports Car,Medsize
California,8323.073985,Basic,70,4.110585,Four-Door Car,Medsize
California,2417.759961,Basic,61,351.149904,Four-Door Car,Small
California,8044.872393,Basic,67,284.000172,Four-Door Car,Medsize
Oregon,5325.724541,Basic,73,496.474767,Two-Door Car,Medsize
Arizona,6947.524013,Basic,100,925.137143,SUV,Medsize
Oregon,5847.415237,Extended,77,13.164097,Four-Door Car,Medsize
Washington,2584.203924,Basic,65,312,Two-Door Car,Medsize
Nevada,4724.786102,Basic,119,463.335061,SUV,Small
Arizona,2790.227993,Basic,71,180.667969,Four-Door Car,Large
Oregon,21531.33284,Premium,101,484.8,Four-Door Car,Medsize
Arizona,12622.83268,Basic,106,508.8,Sports Car,Small
Arizona,20171.96154,Basic,73,350.4,Two-Door Car,Small
California,16464.36587,Basic,104,302.764283,SUV,Small
Oregon,5595.389905,Basic,71,340.8,Four-Door Car,Medsize
Oregon,4170.687348,Basic,107,513.6,SUV,Large
Arizona,2665.447079,Basic,68,141.922839,Two-Door Car,Medsize
Oregon,7098.91414,Basic,70,349.783046,Two-Door Car,Medsize
California,3971.345097,Basic,103,494.4,SUV,Medsize
Oregon,5528.212807,Basic,72,345.6,Four-Door Car,Medsize
California,8338.995787,Premium,104,54.065538,Four-Door Car,Medsize
Oregon,38445.85587,Extended,125,600,SUV,Medsize
Nevada,5448.555219,Basic,68,342.515136,Four-Door Car,Medsize
Arizona,10808.06597,Extended,92,441.6,Four-Door Car,Small
California,6185.09653,Extended,92,1027.177255,Two-Door Car,Small
Nevada,3208.225911,Extended,81,275.989978,Four-Door Car,Medsize
Arizona,5480.104065,Basic,71,472.599683,Four-Door Car,Medsize
Nevada,22986.15393,Premium,192,1336.931716,Sports Car,Medsize
Oregon,13107.92594,Basic,114,547.2,SUV,Small
California,7462.926263,Extended,93,7.345946,Two-Door Car,Small
Oregon,11463.99097,Premium,285,540.141566,Luxury SUV,Medsize
Arizona,7236.132483,Basic,63,383.363758,Four-Door Car,Large
California,6232.687923,Extended,83,537.765151,Four-Door Car,Medsize
Oregon,28393.32994,Extended,90,321.873474,Four-Door Car,Medsize
Oregon,3746.751625,Extended,94,19.575683,Two-Door Car,Large
California,21569.33731,Basic,119,571.2,SUV,Medsize
California,5012.083744,Basic,63,108.138715,Two-Door Car,Small
California,3371.858433,Extended,85,408,Two-Door Car,Small
California,3864.776795,Extended,99,707.303416,Four-Door Car,Medsize
Oregon,4145.711862,Premium,110,1067.333126,Two-Door Car,Small
California,5156.072651,Basic,73,807.947292,Four-Door Car,Small
California,3667.37497,Extended,92,618.630955,Two-Door Car,Medsize
California,7835.683513,Basic,71,404.272806,Four-Door Car,Small
Arizona,14567.26841,Premium,148,710.4,SUV,Medsize
Oregon,10171.33903,Basic,65,312,Four-Door Car,Medsize
Nevada,4135.775206,Premium,112,707.977614,Four-Door Car,Large
Oregon,5511.491102,Basic,70,336,Four-Door Car,Medsize
Washington,2429.280527,Basic,63,367.92773,Four-Door Car,Medsize
California,5414.61734,Basic,68,68.226001,Four-Door Car,Medsize
Oregon,7421.593541,Extended,94,287.149807,Four-Door Car,Medsize
California,4458.113369,Basic,65,312,Four-Door Car,Medsize
Oregon,14476.12489,Extended,124,595.2,SUV,Medsize
Oregon,4936.888359,Basic,72,391.636628,Two-Door Car,Medsize
Oregon,4525.276524,Basic,114,547.2,SUV,Medsize
Washington,6701.770088,Extended,89,640.8,Two-Door Car,Small
California,14134.3474,Basic,118,232.674417,SUV,Medsize
Nevada,24723.18311,Basic,69,331.2,Four-Door Car,Medsize
California,2838.067784,Extended,80,336.50961,Four-Door Car,Medsize
California,3848.483648,Extended,98,470.4,Four-Door Car,Medsize
Oregon,19504.4739,Basic,72,345.6,Four-Door Car,Medsize
Washington,26900.27013,Basic,112,485.286815,Sports Car,Small
Arizona,4361.372941,Premium,109,523.2,Four-Door Car,Medsize
Arizona,2529.077508,Basic,64,328.870868,Four-Door Car,Medsize
Arizona,2504.444752,Basic,69,496.8,Four-Door Car,Medsize
Oregon,8649.700578,Basic,107,85.063708,SUV,Medsize
Oregon,13668.35528,Premium,197,1418.4,SUV,Medsize
Oregon,20635.0846,Basic,64,334.408717,Two-Door Car,Medsize
Arizona,2517.533581,Basic,69,42.096415,Four-Door Car,Medsize
California,5326.677654,Basic,66,300.528579,Two-Door Car,Large
Arizona,2600.272131,Basic,66,144.782152,Four-Door Car,Medsize
Oregon,8534.792754,Basic,107,64.598216,SUV,Small
Oregon,8828.834957,Basic,111,532.8,SUV,Large
Nevada,2248.449633,Basic,63,347.857619,Four-Door Car,Medsize
Washington,8861.149536,Basic,110,128.645946,SUV,Medsize
Oregon,4556.592993,Basic,73,525.6,Four-Door Car,Medsize
Oregon,2530.705137,Basic,63,61.769564,Four-Door Car,Medsize
California,5251.983996,Basic,66,316.8,Two-Door Car,Medsize
Oregon,6743.119265,Basic,199,955.2,Luxury SUV,Medsize
Oregon,14014.72129,Basic,117,720.752945,SUV,Medsize
Oregon,9438.915619,Premium,118,340.656963,Four-Door Car,Medsize
California,10506.77172,Extended,92,546.524896,Four-Door Car,Medsize
Arizona,4213.918619,Premium,109,489.411833,Four-Door Car,Medsize
California,4773.686425,Basic,63,171.325856,Four-Door Car,Small
Washington,4547.892543,Premium,116,801.577478,Two-Door Car,Medsize
California,2842.266905,Basic,73,30.874869,Four-Door Car,Small
Oregon,3059.550321,Extended,78,361.455219,Four-Door Car,Medsize
California,20314.9976,Basic,102,207.320041,SUV,Small
Arizona,3239.124699,Extended,88,633.6,Four-Door Car,Medsize
California,4626.801093,Basic,114,547.2,SUV,Medsize
California,8997.040244,Premium,112,537.6,Two-Door Car,Medsize
Oregon,25807.063,Extended,214,1027.2,Luxury Car,Small
Arizona,3808.122147,Extended,94,451.2,Two-Door Car,Small
Arizona,7614.137981,Extended,96,469.030907,Two-Door Car,Medsize
California,6898.455315,Premium,171,565.929394,Sports Car,Medsize
Oregon,2298.379166,Basic,63,302.4,Four-Door Car,Small
Oregon,2806.696138,Basic,71,145.673348,Two-Door Car,Medsize
Nevada,5206.118179,Basic,65,136.684141,Four-Door Car,Medsize
California,45708.65342,Basic,198,825.657746,Luxury SUV,Medsize
Oregon,8007.349108,Basic,67,277.685667,Four-Door Car,Medsize
Washington,2321.88367,Basic,65,468,Four-Door Car,Medsize
Oregon,2463.236825,Basic,61,292.8,Four-Door Car,Medsize
California,5498.940679,Basic,73,350.4,Four-Door Car,Medsize
Arizona,5243.828046,Basic,65,264.563772,Four-Door Car,Medsize
Washington,21639.83862,Basic,108,133.735395,SUV,Medsize
Arizona,4886.544296,Basic,61,292.8,Four-Door Car,Small
Washington,4169.356909,Premium,105,641.230581,Four-Door Car,Small
Nevada,5479.555081,Basic,68,326.4,Four-Door Car,Small
Washington,6177.109254,Extended,79,20.382876,Two-Door Car,Medsize
Oregon,8287.679305,Basic,103,415.768941,SUV,Medsize
California,9886.656416,Extended,83,527.421579,Four-Door Car,Small
Oregon,2712.915597,Basic,69,57.614392,Two-Door Car,Medsize
Oregon,10477.67631,Extended,138,272.217171,SUV,Medsize
California,3436.134281,Extended,88,91.834668,Four-Door Car,Medsize
Oregon,2596.1852,Basic,72,345.6,Two-Door Car,Medsize
California,12731.95161,Basic,105,504,SUV,Large
Nevada,3494.147878,Extended,96,460.8,Four-Door Car,Small
Arizona,7597.910661,Basic,64,302.586407,Two-Door Car,Medsize
Oregon,4015.214476,Premium,109,523.2,Four-Door Car,Small
California,20477.10841,Basic,73,350.4,Four-Door Car,Medsize
California,8160.689782,Basic,109,523.2,SUV,Medsize
Nevada,12298.6863,Basic,113,542.4,SUV,Medsize
California,8714.922135,Basic,118,566.4,SUV,Medsize
Arizona,4853.534204,Basic,65,468,Four-Door Car,Medsize
Oregon,4880.94644,Basic,63,302.4,Four-Door Car,Large
Oregon,2311.382109,Basic,61,294.92773,Four-Door Car,Medsize
Arizona,4327.098922,Basic,108,518.4,Sports Car,Small
Oregon,12298.6863,Basic,113,542.4,SUV,Medsize
California,8323.533338,Basic,104,71.729298,Sports Car,Medsize
Oregon,10179.71704,Premium,271,1300.8,Luxury SUV,Medsize
California,7761.267839,Extended,96,460.8,Two-Door Car,Large
Oregon,5239.890913,Basic,69,447.911255,Four-Door Car,Medsize
California,4517.908834,Basic,118,566.4,SUV,Medsize
Nevada,2389.774148,Basic,64,307.2,Four-Door Car,Small
Nevada,4130.628776,Basic,111,537.391704,SUV,Medsize
Washington,21404.35885,Basic,69,496.8,Four-Door Car,Medsize
Oregon,5227.766419,Basic,72,518.4,Four-Door Car,Medsize
California,6187.345744,Extended,88,633.6,Four-Door Car,Medsize
Arizona,5113.874718,Extended,127,492.770321,Sports Car,Medsize
Oregon,11039.31617,Basic,103,1149.203884,SUV,Medsize
Arizona,32227.08389,Basic,100,572.635987,SUV,Medsize
Arizona,2611.965869,Basic,67,321.6,Four-Door Car,Medsize
California,13372.32772,Basic,74,811.086484,Four-Door Car,Medsize
Arizona,4838.981869,Basic,70,336,Four-Door Car,Large
Oregon,4721.659016,Basic,67,482.4,Four-Door Car,Medsize
Oregon,3873.647046,Basic,105,701.708239,Sports Car,Medsize
Washington,6770.306834,Extended,85,95.338505,Four-Door Car,Medsize
Oregon,16979.79757,Basic,73,525.6,Two-Door Car,Small
Oregon,13681.71178,Basic,114,547.2,SUV,Medsize
Arizona,5717.221919,Basic,71,409.763267,Two-Door Car,Medsize
Oregon,9486.596417,Extended,79,46.386546,Four-Door Car,Medsize
Oregon,3839.143697,Extended,96,157.440069,Four-Door Car,Medsize
Oregon,11211.59027,Extended,94,451.2,Four-Door Car,Medsize
Oregon,25807.063,Extended,214,1027.2,Luxury Car,Small
Oregon,3798.32165,Premium,107,1261.943541,Two-Door Car,Medsize
Nevada,2816.567395,Basic,71,340.8,Four-Door Car,Small
Washington,6948.325858,Extended,91,302.791402,Four-Door Car,Medsize
Oregon,3444.967503,Extended,91,596.050118,Four-Door Car,Medsize
California,2859.40857,Basic,71,340.8,Four-Door Car,Large
California,2692.057629,Basic,68,8.44322,Four-Door Car,Medsize
California,11431.73089,Basic,100,588.742251,SUV,Small
Oregon,7635.883324,Extended,98,499.22561,Four-Door Car,Large
Oregon,9805.829614,Extended,81,76.112618,Four-Door Car,Medsize
California,6803.615629,Extended,94,451.2,Four-Door Car,Small
Oregon,7107.655397,Basic,61,541.561209,Four-Door Car,Medsize
Oregon,4735.184474,Extended,134,964.8,SUV,Medsize
Arizona,6874.326693,Extended,87,616.749885,Two-Door Car,Medsize
Arizona,2411.256575,Basic,61,292.8,Two-Door Car,Medsize
Arizona,2416.542359,Basic,63,125.274351,Four-Door Car,Medsize
Oregon,23981.54344,Basic,66,316.8,Four-Door Car,Small
Arizona,4692.165155,Basic,64,137.169296,Four-Door Car,Medsize
California,3600.934326,Basic,101,694.598288,SUV,Medsize
Nevada,2665.222511,Basic,71,511.2,Four-Door Car,Medsize
Arizona,7666.520438,Extended,94,421.456547,Two-Door Car,Medsize
California,16675.89616,Extended,85,408,Four-Door Car,Small
Oregon,4550.856045,Premium,116,556.8,Four-Door Car,Small
Arizona,11763.93565,Extended,99,475.2,Four-Door Car,Medsize
California,13742.53724,Premium,175,833.072722,SUV,Medsize
Oregon,16138.41628,Basic,199,419.26062,Luxury SUV,Small
Washington,8819.018934,Basic,110,528,SUV,Medsize
California,6673.737677,Premium,167,801.6,Sports Car,Medsize
California,7782.126848,Basic,194,253.740993,Luxury SUV,Medsize
California,19393.21145,Premium,164,41.05291,SUV,Medsize
California,3974.13815,Basic,117,561.6,SUV,Medsize
Oregon,4105.580991,Basic,105,756,SUV,Medsize
Arizona,2308.472055,Basic,68,489.6,Four-Door Car,Medsize
Arizona,5372.914477,Basic,70,7.069583,Four-Door Car,Medsize
Oregon,5508.315536,Basic,68,315.004602,Two-Door Car,Medsize
Oregon,2398.333185,Basic,65,422.947888,Two-Door Car,Medsize
California,3728.83013,Premium,105,756,Four-Door Car,Medsize
Oregon,2758.498582,Basic,69,277.27294,Four-Door Car,Medsize
Oregon,3703.930261,Extended,95,456,Four-Door Car,Large
California,9372.843639,Extended,126,604.8,SUV,Medsize
Oregon,4991.584471,Extended,125,780.090361,SUV,Large
Washington,39400.1854,Premium,181,868.8,SUV,Medsize
California,2759.978287,Basic,69,331.2,Two-Door Car,Medsize
Oregon,7993.003997,Premium,103,66.020788,Four-Door Car,Medsize
California,5235.573528,Extended,131,457.471225,SUV,Medsize
California,2633.011837,Basic,69,348.278032,Four-Door Car,Medsize
Oregon,2764.802284,Basic,72,240.241499,Four-Door Car,Medsize
Arizona,8084.846371,Basic,68,326.4,Two-Door Car,Medsize
California,2685.177658,Basic,73,350.4,Four-Door Car,Small
California,12208.12004,Basic,103,419.062661,SUV,Large
Arizona,20090.43865,Basic,66,252.149798,Four-Door Car,Medsize
Washington,32864.4046,Basic,104,285.745227,SUV,Small
Oregon,2491.317024,Basic,62,67.530904,Four-Door Car,Large
California,6314.596813,Extended,87,417.6,Four-Door Car,Medsize
Oregon,16229.64891,Extended,139,667.2,Sports Car,Medsize
Nevada,5161.789881,Basic,70,469.491537,Four-Door Car,Medsize
Nevada,3982.266087,Basic,113,542.4,SUV,Medsize
Arizona,13473.18567,Basic,70,336,Four-Door Car,Medsize
Washington,6921.973993,Extended,90,320.519977,Two-Door Car,Medsize
Oregon,8276.44416,Extended,82,590.4,Four-Door Car,Medsize
Arizona,14349.85991,Premium,180,821.51673,SUV,Large
California,5878.199296,Basic,74,355.2,Four-Door Car,Medsize
Arizona,2666.05454,Basic,66,316.8,Four-Door Car,Medsize
Oregon,5345.680998,Basic,68,326.4,Four-Door Car,Medsize
Arizona,4777.121596,Basic,62,297.6,Four-Door Car,Medsize
California,16973.74021,Premium,142,92.286763,SUV,Medsize
Oregon,2518.112127,Basic,63,188.325603,Four-Door Car,Medsize
Nevada,19160.98994,Extended,239,1294.700423,Luxury SUV,Medsize
Washington,6273.173441,Extended,79,193.57032,Four-Door Car,Medsize
